,172,D.156.DELTA,D.171.ISIRR,SARAH Clearsky Shortwave (W/m²),SARAH DNI - backwards (W/m²),SARAH Diffuse Shortwave Radiation (W/m²),SARAH Global tilted radiation GTI (W/m²),SARAH Photosynthetic active radiation (W/m²),SARAH Photosynthetic photon flux density (µmol/m²),SARAH Shortwave Radiation (W/m²),ERA5T Temperature (°C),ERA5T Daylight Duration (min),ERA5T Cloud Cover Total (%),ERA5T DNI - backwards (W/m²)
2022-03-26 07:00:00,14.095,2248.0,649.328,441.0,692.0,123.0,574.58905,211.68,967.3776,441.0,5.86,60.0,0.0,697.1306
2022-03-26 08:00:00,16.58,3064.0,832.966,594.0,767.0,143.0,795.8351,285.12,1302.9984,594.0,9.82,60.0,0.0,789.8232
2022-03-26 09:00:00,17.46,3420.0,947.261,705.0,811.0,155.0,958.4578,338.4,1546.488,705.0,11.93,60.0,0.0,841.80566
2022-03-26 10:00:00,18.586,3196.0,981.229,762.0,831.0,160.0,1035.0989,365.75998,1671.5232,762.0,14.02,60.0,0.0,867.2877
2022-03-26 11:00:00,19.598,3368.0,945.17,761.0,830.0,160.0,1035.1051,365.28,1669.3297,761.0,15.26,60.0,0.0,873.9195
2022-03-26 12:00:00,20.195,3008.0,831.305,700.0,809.0,154.0,955.98517,336.0,1535.52,700.0,16.22,60.0,0.0,860.85284
2022-03-26 13:00:00,20.668,2204.0,643.817,587.0,764.0,143.0,793.0098,281.75998,1287.6432,587.0,16.97,60.0,0.0,826.5059
2022-03-26 14:00:00,20.17,1540.0,410.752,431.0,686.0,121.0,571.3104,206.87999,945.4416,431.0,17.12,60.0,0.0,760.50134
2022-03-26 15:00:00,18.583,520.0,149.202,251.0,554.0,89.0,320.7121,120.479996,550.5936,251.0,17.01,60.0,0.0,642.6093
2022-03-26 16:00:00,14.393,16.0,4.974,75.0,269.0,36.0,84.18711,35.04,160.13281,73.0,16.24,60.0,0.0,431.11157
2022-03-26 17:00:00,10.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.54,31.0,0.3,22.94741
2022-03-26 18:00:00,9.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83,0.0,11.400001,0.0
2022-03-26 19:00:00,8.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91,0.0,26.1,0.0
2022-03-26 20:00:00,8.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.91,0.0,26.400002,0.0
2022-03-26 21:00:00,7.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,24.6,0.0
2022-03-26 22:00:00,8.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,0.0,23.400002,0.0
2022-03-26 23:00:00,8.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.58,0.0,43.0,0.0
2022-03-27 00:00:00,7.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09,0.0,45.0,0.0
2022-03-27 01:00:00,6.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,0.0,2.7,0.0
2022-03-27 02:00:00,6.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52,0.0,1.0,0.0
2022-03-27 03:00:00,8.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64,0.0,26.0,0.0
2022-03-27 04:00:00,9.512,0.0,0.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,1.0,75.0,0.0
2022-03-27 05:00:00,11.96,264.0,75.339,89.0,0.0,16.0,13.640485,7.68,35.0976,16.0,8.15,60.0,82.0,172.10558
2022-03-27 06:00:00,13.822,1284.0,344.654,268.0,175.0,111.0,192.01198,83.04,379.49283,173.0,9.5,60.0,51.0,185.825
2022-03-27 07:00:00,15.222,1892.0,539.041,447.0,660.0,135.0,564.15594,211.2,965.184,440.0,11.62,60.0,14.0,202.67712
2022-03-27 08:00:00,15.709,2440.0,636.003,601.0,411.0,258.0,613.19604,241.43999,1103.3807,503.0,12.95,60.0,1.0,560.6718
2022-03-27 09:00:00,16.331,3024.0,822.497,711.0,415.0,299.0,716.8603,278.4,1272.288,580.0,13.36,60.0,0.0,797.9672
2022-03-27 10:00:00,17.853,3200.0,977.643,768.0,717.0,210.0,985.6295,352.32,1610.1025,734.0,14.42,60.0,2.0,766.6259
2022-03-27 11:00:00,19.02,3248.0,903.899,766.0,831.0,161.0,1036.4169,367.68,1680.2976,766.0,14.63,60.0,7.8,772.5177
2022-03-27 12:00:00,18.982,2912.0,795.383,705.0,810.0,155.0,957.49805,338.4,1546.488,705.0,15.03,60.0,4.0,831.44434
2022-03-27 13:00:00,18.687,2120.0,614.217,591.0,766.0,143.0,793.7401,283.68,1296.4176,591.0,15.41,60.0,12.0,795.36145
2022-03-27 14:00:00,18.124,1488.0,395.001,436.0,688.0,123.0,573.37427,209.28,956.4096,436.0,15.48,60.0,1.0,748.5241
2022-03-27 15:00:00,17.509,528.0,149.282,256.0,558.0,91.0,323.5838,122.88,561.5616,256.0,15.27,60.0,0.0,606.7292
2022-03-27 16:00:00,14.776,24.0,5.715,78.0,240.0,40.0,83.34924,35.52,162.3264,74.0,14.59,60.0,6.0,375.37476
2022-03-27 17:00:00,11.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.51,32.0,6.3,22.94741
2022-03-27 18:00:00,9.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.76,0.0,0.3,0.0
2022-03-27 19:00:00,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47,0.0,0.0,0.0
2022-03-27 20:00:00,6.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89,0.0,0.0,0.0
2022-03-27 21:00:00,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21,0.0,0.0,0.0
2022-03-27 22:00:00,2.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,0.0
2022-03-27 23:00:00,3.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0
2022-03-28 00:00:00,1.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0
2022-03-28 01:00:00,0.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0
2022-03-28 02:00:00,-0.346,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2022-03-28 03:00:00,-0.777,0.0,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.0,0.0,0.0
2022-03-28 04:00:00,0.503,64.0,32.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.82,2.0,0.0,0.0
2022-03-28 05:00:00,5.576,616.0,188.737,94.0,355.0,39.0,88.22851,45.6,208.392,95.0,0.16,60.0,0.0,296.78256
2022-03-28 06:00:00,10.996,1588.0,427.613,274.0,574.0,94.0,327.92892,131.52,601.04645,274.0,3.29,60.0,0.0,549.4481
2022-03-28 07:00:00,14.478,2164.0,535.123,453.0,698.0,125.0,580.78723,217.44,993.70087,453.0,7.17,60.0,0.0,714.3692
2022-03-28 08:00:00,17.294,3040.0,735.083,606.0,772.0,144.0,801.70984,290.88,1329.3217,606.0,10.8,60.0,0.0,801.6438
2022-03-28 09:00:00,19.082,3364.0,862.819,717.0,814.0,156.0,963.9984,344.16,1572.8113,717.0,12.5,60.0,0.0,850.1106
2022-03-28 10:00:00,20.492,3136.0,923.26,773.0,833.0,161.0,1039.2805,371.03998,1695.6527,773.0,14.11,60.0,0.0,871.06177
2022-03-28 11:00:00,21.64,3272.0,865.451,771.0,832.0,161.0,1038.0426,370.08,1691.2656,771.0,15.33,60.0,0.0,872.75256
2022-03-28 12:00:00,22.308,2876.0,734.094,710.0,812.0,155.0,959.21686,340.8,1557.456,710.0,16.39,60.0,0.0,856.1136
2022-03-28 13:00:00,22.622,2068.0,538.42,596.0,767.0,143.0,795.7984,286.08,1307.3856,596.0,17.19,60.0,0.0,818.9364
2022-03-28 14:00:00,22.354,1464.0,329.749,440.0,691.0,123.0,574.6419,211.2,965.184,440.0,17.61,60.0,0.0,750.63165
2022-03-28 15:00:00,21.15,532.0,103.797,260.0,561.0,91.0,325.69785,124.799995,570.336,260.0,17.74,60.0,0.0,631.3886
2022-03-28 16:00:00,16.816,24.0,1.185,81.0,282.0,39.0,87.91133,37.92,173.2944,79.0,15.38,60.0,0.0,423.7696
2022-03-28 17:00:00,11.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.42,33.0,0.0,34.421116
2022-03-28 18:00:00,10.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.06,0.0,0.0,0.0
2022-03-28 19:00:00,8.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.73,0.0,0.0,0.0
2022-03-28 20:00:00,6.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94,0.0,0.3,0.0
2022-03-28 21:00:00,6.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0,6.9,0.0
2022-03-28 22:00:00,5.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,0.0,22.2,0.0
2022-03-28 23:00:00,4.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96,0.0,29.1,0.0
2022-03-29 00:00:00,4.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,30.000002,0.0
2022-03-29 01:00:00,4.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,0.0,28.500002,0.0
2022-03-29 02:00:00,5.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31,0.0,29.1,0.0
2022-03-29 03:00:00,4.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27,0.0,30.000002,0.0
2022-03-29 04:00:00,5.922,36.0,14.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19,4.0,29.400002,0.0
2022-03-29 05:00:00,9.609,284.0,78.323,99.0,1.0,29.0,24.794245,13.92,63.614403,29.0,5.35,60.0,29.1,66.34443
2022-03-29 06:00:00,14.641,1036.0,290.813,280.0,12.0,113.0,105.75623,56.16,256.6512,117.0,6.91,60.0,39.0,166.98773
2022-03-29 07:00:00,18.581,1444.0,431.229,460.0,498.0,169.0,481.41443,189.12,864.2784,394.0,9.7,60.0,44.0,567.6095
2022-03-29 08:00:00,20.436,2084.0,592.557,618.0,165.0,297.0,438.292,189.12,864.2784,394.0,13.49,60.0,62.0,566.17737
2022-03-29 09:00:00,22.968,3088.0,878.149,722.0,416.0,298.0,724.3554,283.19998,1294.224,590.0,15.44,60.0,63.0,669.4966
2022-03-29 10:00:00,24.368,2864.0,899.234,778.0,614.0,258.0,926.3088,341.75998,1561.8431,712.0,18.49,60.0,24.300001,754.08905
2022-03-29 11:00:00,25.712,3116.0,902.542,776.0,659.0,238.0,955.268,347.52,1588.1664,724.0,19.76,60.0,27.300001,823.4509
2022-03-29 12:00:00,25.876,2524.0,722.744,715.0,650.0,223.0,880.255,321.6,1469.712,670.0,20.7,60.0,28.800001,801.88617
2022-03-29 13:00:00,26.27,2204.0,682.024,600.0,507.0,231.0,673.65027,255.36,1166.9952,532.0,21.28,60.0,24.6,791.4903
2022-03-29 14:00:00,25.052,1280.0,360.51,444.0,384.0,196.0,445.9582,180.0,822.60004,375.0,21.11,60.0,19.800001,748.8115
2022-03-29 15:00:00,22.867,208.0,68.05,264.0,194.0,135.0,210.16972,94.079994,429.9456,196.0,21.04,60.0,15.900001,596.46063
2022-03-29 16:00:00,19.614,20.0,14.05,85.0,141.0,47.0,68.70764,32.16,146.9712,67.0,20.24,60.0,19.0,392.7036
2022-03-29 17:00:00,16.376,0.0,2.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.72,35.0,4.0,34.421116
2022-03-29 18:00:00,13.601,0.0,2.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.77,0.0,3.6000001,0.0
2022-03-29 19:00:00,12.428,0.0,2.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62,0.0,10.5,0.0
2022-03-29 20:00:00,11.524,0.0,2.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.19,0.0,15.6,0.0
2022-03-29 21:00:00,10.075,0.0,2.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.33,0.0,3.0,0.0
2022-03-29 22:00:00,9.084,0.0,2.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.31,0.0,0.0,0.0
2022-03-29 23:00:00,8.476,0.0,2.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71,0.0,0.0,0.0
2022-03-30 00:00:00,7.662,0.0,2.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69,0.0,10.200001,0.0
2022-03-30 01:00:00,8.546,0.0,2.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35,0.0,8.700001,0.0
2022-03-30 02:00:00,8.62,0.0,2.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,0.0,7.5000005,0.0
2022-03-30 03:00:00,7.088,0.0,2.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11,0.0,6.0,0.0
2022-03-30 04:00:00,7.705,104.0,50.145,2.0,1.0,1.0,0.84690917,0.48,2.1936,1.0,7.61,6.0,16.2,0.0
2022-03-30 05:00:00,11.18,512.0,166.985,105.0,54.0,54.0,54.64788,30.24,138.19681,63.0,7.78,60.0,28.500002,266.0533
2022-03-30 06:00:00,15.116,1436.0,410.79,263.0,386.0,118.0,265.23605,112.799995,515.496,235.0,10.04,60.0,22.2,443.5597
2022-03-30 07:00:00,18.772,2040.0,630.775,529.0,626.0,170.0,620.29956,241.92,1105.5745,504.0,12.68,60.0,9.6,562.93866
2022-03-30 08:00:00,22.439,2824.0,811.926,618.0,776.0,146.0,807.19684,296.63998,1355.6448,618.0,16.55,60.0,1.2,764.8607
2022-03-30 09:00:00,25.112,3176.0,929.489,728.0,817.0,157.0,968.0937,349.44,1596.9409,728.0,19.4,60.0,7.5000005,843.67053
2022-03-30 10:00:00,26.404,3164.0,929.084,784.0,836.0,162.0,1043.3777,376.31998,1719.7823,784.0,21.51,60.0,10.200001,868.159
2022-03-30 11:00:00,27.301,2796.0,895.075,781.0,835.0,162.0,1040.9087,374.88,1713.2017,781.0,22.48,60.0,20.7,866.4652
2022-03-30 12:00:00,27.271,2340.0,663.675,719.0,814.0,156.0,961.0082,345.12,1577.1985,719.0,23.14,60.0,8.400001,839.08264
2022-03-30 13:00:00,25.921,1348.0,391.159,605.0,485.0,236.0,663.48883,253.43999,1158.2208,528.0,23.19,60.0,26.1,802.25635
2022-03-30 14:00:00,24.938,708.0,223.176,449.0,221.0,212.0,355.92078,153.59999,701.95197,320.0,22.53,60.0,30.000002,750.9549
2022-03-30 15:00:00,23.063,208.0,66.512,267.0,69.0,131.0,145.45297,72.0,329.04,150.0,22.09,60.0,29.7,573.4379
2022-03-30 16:00:00,19.619,8.0,8.626,88.0,75.0,49.0,56.57443,28.32,129.42241,59.0,21.19,60.0,30.000002,281.68298
2022-03-30 17:00:00,16.927,0.0,2.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.61,36.0,30.000002,34.421116
2022-03-30 18:00:00,16.347,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.93,0.0,30.000002,0.0
2022-03-30 19:00:00,15.246,0.0,2.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.86,0.0,30.000002,0.0
2022-03-30 20:00:00,13.867,0.0,2.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.27,0.0,29.400002,0.0
2022-03-30 21:00:00,13.235,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,63.0,0.0
2022-03-30 22:00:00,13.507,0.0,2.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.99,0.0,93.0,0.0
2022-03-30 23:00:00,12.622,0.0,2.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.58,0.0,92.0,0.0
2022-03-31 00:00:00,11.018,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24,0.0,31.0,0.0
2022-03-31 01:00:00,9.308,0.0,2.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.32,0.0,27.900002,0.0
2022-03-31 02:00:00,9.227,0.0,2.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.45,0.0,24.300001,0.0
2022-03-31 03:00:00,8.805,0.0,2.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.22,0.0,28.800001,0.0
2022-03-31 04:00:00,10.119,80.0,35.907,3.0,0.0,1.0,0.8468725,0.48,2.1936,1.0,9.62,8.0,30.000002,0.0
2022-03-31 05:00:00,13.735,388.0,118.492,110.0,8.0,42.0,36.501263,20.64,94.3248,43.0,10.06,60.0,30.000002,130.453
2022-03-31 06:00:00,18.067,1000.0,281.618,292.0,5.0,108.0,96.69833,52.32,239.1024,109.0,11.62,60.0,30.000002,231.64641
2022-03-31 07:00:00,21.862,1376.0,408.108,472.0,106.0,231.0,292.3997,136.31999,622.98236,284.0,13.26,60.0,30.000002,414.8817
2022-03-31 08:00:00,22.777,1312.0,359.432,624.0,80.0,254.0,307.7805,144.0,658.08,300.0,16.16,60.0,30.000002,499.7194
2022-03-31 09:00:00,24.866,1832.0,519.012,734.0,74.0,333.0,403.75488,185.28,846.7296,386.0,18.23,60.0,30.000002,543.39087
2022-03-31 10:00:00,26.635,2696.0,841.345,789.0,244.0,376.0,644.7963,267.84,1224.0288,558.0,20.96,60.0,36.0,617.2238
2022-03-31 11:00:00,27.496,2108.0,590.162,786.0,477.0,308.0,843.00836,319.19998,1458.744,665.0,22.18,60.0,29.400002,425.44327
2022-03-31 12:00:00,25.957,908.0,253.186,724.0,136.0,340.0,487.46622,209.28,956.4096,436.0,22.06,60.0,30.000002,152.69048
2022-03-31 13:00:00,26.039,880.0,250.637,609.0,25.0,257.0,255.04726,130.56,596.65924,272.0,21.81,60.0,30.000002,206.75671
2022-03-31 14:00:00,25.019,336.0,110.05,453.0,29.0,200.0,197.53279,102.24,467.23682,213.0,22.0,60.0,30.000002,482.0673
2022-03-31 15:00:00,23.417,144.0,49.085,271.0,3.0,94.0,82.93329,45.6,208.392,95.0,21.34,60.0,29.400002,528.8983
2022-03-31 16:00:00,20.495,4.0,7.994,91.0,34.0,43.0,42.11792,22.56,103.099205,47.0,20.38,60.0,29.400002,228.24744
2022-03-31 17:00:00,19.008,0.0,2.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.72,37.0,65.0,22.94741
2022-03-31 18:00:00,18.728,0.0,2.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.85,0.0,62.0,0.0
2022-03-31 19:00:00,17.755,0.0,2.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24,0.0,30.000002,0.0
2022-03-31 20:00:00,16.628,0.0,2.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.69,0.0,30.000002,0.0
2022-03-31 21:00:00,15.551,0.0,1.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.15,0.0,30.000002,0.0
2022-03-31 22:00:00,14.424,0.0,2.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.42,0.0,44.0,0.0
2022-03-31 23:00:00,13.744,0.0,2.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.29,0.0,41.0,0.0
2022-04-01 00:00:00,15.179,0.0,2.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.71,0.0,17.0,0.0
2022-04-01 01:00:00,16.384,0.0,2.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.46,0.0,5.0,0.0
2022-04-01 02:00:00,16.839,0.0,2.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.21,0.0,4.0,0.0
2022-04-01 03:00:00,15.862,0.0,2.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.66,0.0,9.0,0.0
2022-04-01 04:00:00,17.004,96.0,35.196,4.0,0.0,1.0,0.8468425,0.48,2.1936,1.0,14.46,10.0,20.400002,0.0
2022-04-01 05:00:00,19.553,504.0,150.588,112.0,90.0,62.0,66.37629,36.96,168.9072,77.0,14.8,60.0,16.2,266.04034
2022-04-01 06:00:00,22.856,1268.0,340.497,292.0,258.0,148.0,250.17722,112.799995,515.496,235.0,16.26,60.0,5.1000004,510.4016
2022-04-01 07:00:00,25.284,1844.0,559.982,470.0,385.0,210.0,460.4139,192.0,877.44006,400.0,18.33,60.0,3.6000001,673.81396
2022-04-01 08:00:00,26.66,2588.0,728.273,621.0,507.0,240.0,682.905,266.4,1217.448,555.0,20.34,60.0,5.4,765.2543
2022-04-01 09:00:00,28.089,2960.0,848.713,730.0,606.0,246.0,857.61896,324.0,1480.68,675.0,22.15,60.0,10.8,781.25793
2022-04-01 10:00:00,29.379,3052.0,901.777,785.0,671.0,236.0,965.24725,356.16,1627.6512,742.0,24.17,60.0,3.0,829.5829
2022-04-01 11:00:00,30.192,2680.0,869.518,781.0,782.0,186.0,1021.87585,370.56,1693.4592,772.0,25.24,60.0,2.4,840.8749
2022-04-01 12:00:00,30.524,2588.0,759.313,719.0,703.0,203.0,907.6306,333.6,1524.5521,695.0,26.04,60.0,3.3000002,790.94666
2022-04-01 13:00:00,30.386,2004.0,602.857,605.0,715.0,164.0,775.0472,287.04,1311.773,598.0,24.53,60.0,3.9,510.6662
2022-04-01 14:00:00,27.761,664.0,216.146,449.0,623.0,143.0,554.8861,211.68,967.3776,441.0,24.59,60.0,6.0,588.14716
2022-04-01 15:00:00,22.601,320.0,128.808,269.0,307.0,124.0,249.75668,107.52,491.3664,224.0,23.84,60.0,20.0,379.0347
2022-04-01 16:00:00,19.495,12.0,14.225,112.0,308.0,53.0,109.90266,50.879997,232.52159,106.0,22.51,60.0,24.900002,176.98094
2022-04-01 17:00:00,18.123,0.0,2.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,38.0,28.500002,22.94741
2022-04-01 18:00:00,18.443,0.0,2.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.63,0.0,25.800001,0.0
2022-04-01 19:00:00,14.97,0.0,3.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.12,0.0,26.0,0.0
2022-04-01 20:00:00,13.644,0.0,2.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28,0.0,24.6,0.0
2022-04-01 21:00:00,12.567,0.0,2.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.11,0.0,18.6,0.0
2022-04-01 22:00:00,13.06,0.0,2.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.44,0.0,20.1,0.0
2022-04-01 23:00:00,14.238,0.0,2.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21,0.0,18.0,0.0
2022-04-02 00:00:00,14.222,0.0,2.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,42.0,0.0
2022-04-02 01:00:00,13.765,0.0,2.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,42.0,0.0
2022-04-02 02:00:00,13.324,0.0,2.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.51,0.0,29.0,0.0
2022-04-02 03:00:00,12.731,0.0,3.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.44,0.0,35.0,0.0
2022-04-02 04:00:00,13.599,116.0,43.737,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.86,12.0,63.0,0.0
2022-04-02 05:00:00,13.826,196.0,48.35,116.0,2.0,23.0,19.636284,11.04,50.4528,23.0,10.83,60.0,93.0,36.100986
2022-04-02 06:00:00,15.87,912.0,198.028,297.0,63.0,119.0,135.9893,68.159996,311.49118,142.0,11.7,60.0,65.0,65.1902
2022-04-02 07:00:00,18.522,2136.0,585.856,476.0,90.0,230.0,281.04666,132.95999,607.6272,277.0,13.27,60.0,56.0,188.44331
2022-04-02 08:00:00,18.389,964.0,269.884,627.0,469.0,225.0,628.1884,245.76,1123.1232,512.0,14.86,60.0,55.0,280.99365
2022-04-02 09:00:00,20.293,3544.0,970.417,735.0,273.0,259.0,548.27545,220.31999,1006.8624,459.0,16.19,60.0,26.7,422.46805
2022-04-02 10:00:00,21.414,2864.0,933.959,790.0,644.0,245.0,946.0073,351.84,1607.9088,733.0,17.93,60.0,39.0,564.81165
2022-04-02 11:00:00,22.311,2624.0,1086.184,786.0,242.0,358.0,619.7776,258.72,1182.3505,539.0,18.73,60.0,51.0,746.08563
2022-04-02 12:00:00,22.528,2708.0,534.148,724.0,517.0,270.0,793.38336,302.4,1381.968,630.0,19.56,60.0,10.200001,808.5641
2022-04-02 13:00:00,22.71,2244.0,581.972,609.0,706.0,169.0,770.802,287.52,1313.9664,599.0,19.83,60.0,24.900002,800.1411
2022-04-02 14:00:00,22.449,1524.0,476.197,453.0,582.0,158.0,531.4238,207.84,949.8288,433.0,19.64,60.0,82.0,711.822
2022-04-02 15:00:00,21.04,504.0,230.629,273.0,566.0,97.0,329.20987,132.48,605.4336,276.0,19.48,60.0,17.0,434.65698
2022-04-02 16:00:00,18.667,48.0,26.156,95.0,193.0,49.0,78.95328,38.399998,175.48799,80.0,17.48,60.0,16.2,214.48038
2022-04-02 17:00:00,16.298,0.0,2.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.19,40.0,32.0,11.473705
2022-04-02 18:00:00,14.548,0.0,2.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.44,0.0,72.0,0.0
2022-04-02 19:00:00,12.042,0.0,2.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.66,0.0,46.0,0.0
2022-04-02 20:00:00,11.883,0.0,2.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,11.0,0.0
2022-04-02 21:00:00,12.298,0.0,2.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,40.0,0.0
2022-04-02 22:00:00,12.378,0.0,2.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,99.0,0.0
2022-04-02 23:00:00,11.844,0.0,2.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.47,0.0,81.0,0.0
2022-04-03 00:00:00,11.394,0.0,2.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65,0.0,93.0,0.0
2022-04-03 01:00:00,9.945,0.0,2.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73,0.0,58.0,0.0
2022-04-03 02:00:00,8.636,0.0,2.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59,0.0,25.0,0.0
2022-04-03 03:00:00,7.602,0.0,3.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89,0.0,71.0,0.0
2022-04-03 04:00:00,7.462,136.0,42.548,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,13.0,89.0,0.0
2022-04-03 05:00:00,8.956,604.0,175.677,122.0,58.0,53.0,50.47983,28.32,129.42241,59.0,6.53,60.0,78.0,223.46837
2022-04-03 06:00:00,11.74,1724.0,418.432,303.0,494.0,110.0,317.79486,137.76,629.5632,287.0,7.67,60.0,63.0,468.2566
