,172,D.156.DELTA,D.171.ISIRR,NEMS4 Temperature (°C),SARAH Global tilted radiation GTI (W/m²)_x,SARAH Global tilted radiation GTI (W/m²)_y
2022-04-02 08:00:00,18.389,964.0,269.884,17.09,599.25244,599.25244
2022-04-02 09:00:00,20.293,3544.0,970.417,18.36,527.881,527.881
2022-04-02 10:00:00,21.414,2864.0,933.959,19.66,885.08167,885.08167
2022-04-02 11:00:00,22.311,2624.0,1086.184,20.32,605.5531,605.5531
2022-04-02 12:00:00,22.528,2708.0,534.148,21.22,748.93243,748.93243
2022-04-02 13:00:00,22.71,2244.0,581.972,21.24,722.5036,722.5036
2022-04-02 14:00:00,22.449,1524.0,476.197,20.97,507.42722,507.42722
2022-04-02 15:00:00,21.04,504.0,230.629,19.78,318.4029,318.4029
2022-04-02 16:00:00,18.667,48.0,26.156,18.47,82.79999,82.79999
2022-04-02 17:00:00,16.298,0.0,2.354,16.38,0.0,0.0
2022-04-02 18:00:00,14.548,0.0,2.313,14.44,0.0,0.0
2022-04-02 19:00:00,12.042,0.0,2.299,12.27,0.0,0.0
2022-04-02 20:00:00,11.883,0.0,2.293,10.65,0.0,0.0
2022-04-02 21:00:00,12.298,0.0,2.284,12.0,0.0,0.0
2022-04-02 22:00:00,12.378,0.0,2.298,13.0,0.0,0.0
2022-04-02 23:00:00,11.844,0.0,2.307,10.24,0.0,0.0
2022-04-03 00:00:00,11.394,0.0,2.326,9.03,0.0,0.0
2022-04-03 01:00:00,9.945,0.0,2.309,7.88,0.0,0.0
2022-04-03 02:00:00,8.636,0.0,2.288,6.93,0.0,0.0
2022-04-03 03:00:00,7.602,0.0,3.103,5.9,0.0,0.0
2022-04-03 04:00:00,7.462,136.0,42.548,5.2,0.0,0.0
2022-04-03 05:00:00,8.956,604.0,175.677,6.45,56.446987,56.446987
2022-04-03 06:00:00,11.74,1724.0,418.432,8.24,317.52045,317.52045
2022-04-03 07:00:00,15.152,2472.0,673.675,10.22,563.7682,563.7682
2022-04-03 08:00:00,16.068,3256.0,851.546,12.0,758.3724,758.3724
2022-04-03 09:00:00,17.111,3208.0,818.547,13.12,898.13654,898.13654
2022-04-03 10:00:00,17.381,3224.0,883.941,13.81,879.84985,879.84985
2022-04-03 11:00:00,18.182,3484.0,898.17,14.42,951.3602,951.3602
2022-04-03 12:00:00,18.671,3268.0,896.88,16.28,886.5863,886.5863
2022-04-03 13:00:00,18.351,2368.0,643.796,15.91,746.58276,746.58276
2022-04-03 14:00:00,17.345,1524.0,448.121,15.18,397.91528,397.91528
2022-04-03 15:00:00,14.676,660.0,217.863,13.82,95.11479,95.11479
2022-04-03 16:00:00,12.257,0.0,15.386,12.37,33.18489,33.18489
2022-04-03 17:00:00,10.595,0.0,2.337,8.9,0.0,0.0
2022-04-03 18:00:00,10.503,0.0,2.256,9.41,0.0,0.0
2022-04-03 19:00:00,10.757,0.0,2.273,8.51,0.0,0.0
2022-04-03 20:00:00,9.646,0.0,2.289,6.93,0.0,0.0
2022-04-03 21:00:00,8.439,0.0,2.274,6.15,0.0,0.0
2022-04-03 22:00:00,6.565,0.0,2.209,5.23,0.0,0.0
2022-04-03 23:00:00,5.572,0.0,2.21,6.02,0.0,0.0
2022-04-04 00:00:00,5.007,0.0,2.213,4.08,0.0,0.0
2022-04-04 01:00:00,4.686,0.0,2.171,4.39,0.0,0.0
2022-04-04 02:00:00,4.895,0.0,2.181,3.25,0.0,0.0
2022-04-04 03:00:00,4.798,0.0,3.191,1.42,0.0,0.0
2022-04-04 04:00:00,4.971,144.0,55.438,1.25,2.8354433,2.8354433
2022-04-04 05:00:00,7.9,848.0,240.873,3.9,116.0617,116.0617
2022-04-04 06:00:00,9.492,1608.0,492.529,5.77,342.05453,342.05453
2022-04-04 07:00:00,12.315,2624.0,688.533,7.03,567.4029,567.4029
2022-04-04 08:00:00,13.65,2732.0,797.737,8.33,762.0,762.0
2022-04-04 09:00:00,13.516,2904.0,750.545,9.91,901.6628,901.6628
2022-04-04 10:00:00,15.345,2948.0,835.002,11.31,912.63354,912.63354
2022-04-04 11:00:00,15.712,2112.0,551.842,12.28,670.9485,670.9485
2022-04-04 12:00:00,14.577,784.0,219.357,12.31,446.11838,446.11838
2022-04-04 13:00:00,14.479,784.0,210.089,12.65,314.1625,314.1625
2022-04-04 14:00:00,14.174,648.0,195.389,12.91,327.35287,327.35287
2022-04-04 15:00:00,13.158,256.0,88.668,12.58,190.83107,190.83107
2022-04-04 16:00:00,11.378,40.0,25.134,11.75,76.105774,76.105774
2022-04-04 17:00:00,8.569,0.0,2.72,9.44,0.9442188,0.9442188
2022-04-04 18:00:00,6.406,0.0,2.218,8.72,0.0,0.0
2022-04-04 19:00:00,4.738,0.0,2.175,7.76,0.0,0.0
2022-04-04 20:00:00,3.34,0.0,2.11,6.66,0.0,0.0
2022-04-04 21:00:00,1.451,0.0,2.16,5.51,0.0,0.0
2022-04-04 22:00:00,2.009,0.0,2.139,4.45,0.0,0.0
2022-04-04 23:00:00,1.69,0.0,2.109,2.98,0.0,0.0
2022-04-05 00:00:00,1.486,0.0,2.083,1.11,0.0,0.0
2022-04-05 01:00:00,2.188,0.0,2.116,-0.28,0.0,0.0
2022-04-05 02:00:00,1.9,0.0,2.139,-1.12,0.0,0.0
2022-04-05 03:00:00,0.184,0.0,4.202,-2.37,0.0,0.0
2022-04-05 04:00:00,2.457,168.0,71.184,-3.17,3.7822568,3.7822568
2022-04-05 05:00:00,7.655,868.0,243.3,-0.27,123.63106,123.63106
2022-04-05 06:00:00,11.011,1896.0,478.925,6.31,356.48315,356.48315
2022-04-05 07:00:00,13.959,2504.0,708.928,10.9,572.20996,572.20996
2022-04-05 08:00:00,15.667,3324.0,892.302,13.42,766.6627,766.6627
2022-04-05 09:00:00,16.834,3640.0,1003.985,14.82,906.2575,906.2575
2022-04-05 10:00:00,17.941,3424.0,1045.594,16.03,977.8556,977.8556
2022-04-05 11:00:00,19.031,3560.0,998.75,16.97,972.81213,972.81213
2022-04-05 12:00:00,19.35,3172.0,891.81,16.35,900.1254,900.1254
2022-04-05 13:00:00,19.516,2532.0,713.855,16.72,765.6485,765.6485
2022-04-05 14:00:00,19.335,1504.0,485.118,16.81,546.92017,546.92017
2022-04-05 15:00:00,18.53,664.0,239.447,16.37,320.92853,320.92853
2022-04-05 16:00:00,16.074,44.0,44.993,15.35,111.01768,111.01768
2022-04-05 17:00:00,12.384,0.0,2.619,12.27,0.94422704,0.94422704
2022-04-05 18:00:00,11.715,0.0,2.278,10.86,0.0,0.0
2022-04-05 19:00:00,10.016,0.0,2.273,9.42,0.0,0.0
2022-04-05 20:00:00,8.759,0.0,2.252,8.13,0.0,0.0
2022-04-05 21:00:00,7.554,0.0,2.176,6.97,0.0,0.0
2022-04-05 22:00:00,7.02,0.0,2.181,5.76,0.0,0.0
2022-04-05 23:00:00,6.851,0.0,2.145,4.58,0.0,0.0
2022-04-06 00:00:00,5.838,0.0,2.174,3.75,0.0,0.0
2022-04-06 01:00:00,6.025,0.0,2.17,2.84,0.0,0.0
2022-04-06 02:00:00,5.849,0.0,2.203,2.17,0.0,0.0
2022-04-06 03:00:00,4.071,4.0,4.395,1.82,0.0,0.0
2022-04-06 04:00:00,5.793,124.0,51.076,1.56,4.729703,4.729703
2022-04-06 05:00:00,11.039,828.0,227.754,3.92,129.361,129.361
2022-04-06 06:00:00,15.544,1820.0,466.306,9.36,361.34613,361.34613
2022-04-06 07:00:00,19.838,2364.0,689.138,14.63,577.03265,577.03265
2022-04-06 08:00:00,22.606,3120.0,867.928,17.27,770.1544,770.1544
2022-04-06 09:00:00,23.368,3448.0,975.54,18.51,909.67426,909.67426
2022-04-06 10:00:00,24.36,3232.0,1025.483,19.66,974.7699,974.7699
2022-04-06 11:00:00,24.777,3384.0,986.69,20.66,975.14105,975.14105
2022-04-06 12:00:00,25.266,3020.0,880.193,21.39,894.8318,894.8318
2022-04-06 13:00:00,25.493,2436.0,705.867,21.67,747.99054,747.99054
2022-04-06 14:00:00,25.06,1460.0,484.649,21.7,549.5851,549.5851
2022-04-06 15:00:00,23.716,660.0,241.131,21.27,322.90485,322.90485
2022-04-06 16:00:00,20.425,52.0,46.264,20.03,114.348854,114.348854
2022-04-06 17:00:00,14.338,0.0,2.617,17.62,1.8889698,1.8889698
2022-04-06 18:00:00,12.84,0.0,2.225,16.22,0.0,0.0
2022-04-06 19:00:00,10.965,0.0,2.242,13.36,0.0,0.0
2022-04-06 20:00:00,9.74,0.0,2.138,11.73,0.0,0.0
2022-04-06 21:00:00,8.641,0.0,2.24,10.04,0.0,0.0
2022-04-06 22:00:00,7.519,0.0,2.207,8.57,0.0,0.0
2022-04-06 23:00:00,6.873,0.0,2.217,7.5,0.0,0.0
2022-04-07 00:00:00,6.439,0.0,2.193,6.67,0.0,0.0
2022-04-07 01:00:00,6.537,0.0,2.2,5.95,0.0,0.0
2022-04-07 02:00:00,6.431,0.0,2.208,5.46,0.0,0.0
2022-04-07 03:00:00,6.249,0.0,4.894,4.82,0.0,0.0
2022-04-07 04:00:00,8.606,136.0,57.085,4.73,5.677691,5.677691
2022-04-07 05:00:00,12.885,852.0,236.517,7.77,132.58267,132.58267
2022-04-07 06:00:00,16.488,1680.0,480.24,11.36,355.94385,355.94385
2022-04-07 07:00:00,18.437,2220.0,630.697,14.38,550.08606,550.08606
2022-04-07 08:00:00,19.894,3080.0,795.653,16.33,549.8475,549.8475
2022-04-07 09:00:00,19.824,3560.0,970.399,17.57,889.32874,889.32874
2022-04-07 10:00:00,20.42,2824.0,787.329,18.36,924.32367,924.32367
2022-04-07 11:00:00,20.062,2316.0,599.412,18.51,897.8156,897.8156
2022-04-07 12:00:00,17.399,584.0,227.674,16.96,529.0081,529.0081
2022-04-07 13:00:00,12.944,24.0,24.145,14.08,127.685,127.685
2022-04-07 14:00:00,11.134,32.0,19.494,12.92,58.894333,58.894333
2022-04-07 15:00:00,10.857,20.0,16.418,9.52,47.442608,47.442608
2022-04-07 16:00:00,10.864,0.0,6.75,8.86,29.379494,29.379494
2022-04-07 17:00:00,10.735,0.0,2.258,8.24,0.94424385,0.94424385
2022-04-07 18:00:00,10.767,0.0,2.245,8.01,0.0,0.0
2022-04-07 19:00:00,10.938,0.0,2.261,8.1,0.0,0.0
2022-04-07 20:00:00,11.02,0.0,2.305,7.94,0.0,0.0
2022-04-07 21:00:00,10.859,0.0,2.283,8.13,0.0,0.0
2022-04-07 22:00:00,10.777,0.0,2.294,7.49,0.0,0.0
2022-04-07 23:00:00,10.705,0.0,2.339,6.97,0.0,0.0
2022-04-08 00:00:00,10.864,0.0,2.357,6.48,0.0,0.0
2022-04-08 01:00:00,11.313,0.0,2.321,6.61,0.0,0.0
2022-04-08 02:00:00,11.201,0.0,2.261,4.99,0.0,0.0
2022-04-08 03:00:00,10.691,0.0,4.03,3.08,0.0,0.0
2022-04-08 04:00:00,10.66,108.0,37.784,3.64,7.417489,7.417489
2022-04-08 05:00:00,13.041,824.0,216.4,7.69,121.36861,121.36861
2022-04-08 06:00:00,17.094,1812.0,477.672,12.22,354.83038,354.83038
2022-04-08 07:00:00,19.645,2428.0,692.266,15.99,585.64087,585.64087
2022-04-08 08:00:00,21.591,3128.0,806.163,18.34,752.1187,752.1187
2022-04-08 09:00:00,22.13,3564.0,996.206,20.45,920.2359,920.2359
2022-04-08 10:00:00,23.424,3292.0,1005.291,22.4,981.52527,981.52527
2022-04-08 11:00:00,24.361,3432.0,965.998,23.96,975.46625,975.46625
2022-04-08 12:00:00,25.359,2940.0,843.075,23.86,899.61926,899.61926
2022-04-08 13:00:00,26.257,2360.0,657.525,24.18,752.95135,752.95135
2022-04-08 14:00:00,26.059,1460.0,467.927,23.98,555.0135,555.0135
2022-04-08 15:00:00,24.368,616.0,230.174,23.5,328.88397,328.88397
2022-04-08 16:00:00,20.001,16.0,28.001,22.55,119.885376,119.885376
2022-04-08 17:00:00,17.885,0.0,2.594,19.98,2.8341932,2.8341932
2022-04-08 18:00:00,17.502,0.0,2.352,18.98,0.0,0.0
2022-04-08 19:00:00,16.164,0.0,2.297,18.37,0.0,0.0
2022-04-08 20:00:00,14.578,0.0,2.293,16.93,0.0,0.0
2022-04-08 21:00:00,14.927,0.0,2.295,14.87,0.0,0.0
2022-04-08 22:00:00,14.467,0.0,2.361,13.48,0.0,0.0
2022-04-08 23:00:00,13.789,0.0,2.289,12.5,0.0,0.0
2022-04-09 00:00:00,13.159,0.0,2.289,11.18,0.0,0.0
2022-04-09 01:00:00,12.359,0.0,2.28,10.14,0.0,0.0
2022-04-09 02:00:00,11.037,0.0,2.284,8.94,0.0,0.0
2022-04-09 03:00:00,9.974,8.0,5.56,7.7,0.0,0.0
2022-04-09 04:00:00,11.12,140.0,66.037,7.48,8.294973,8.294973
2022-04-09 05:00:00,16.295,824.0,227.972,10.98,131.9815,131.9815
2022-04-09 06:00:00,20.621,1852.0,498.841,15.35,364.75806,364.75806
2022-04-09 07:00:00,22.951,2320.0,653.33,17.75,570.2935,570.2935
2022-04-09 08:00:00,24.926,3112.0,849.435,20.11,766.862,766.862
2022-04-09 09:00:00,25.861,3312.0,827.455,21.64,907.70233,907.70233
2022-04-09 10:00:00,26.314,3508.0,996.964,23.03,983.8574,983.8574
2022-04-09 11:00:00,26.91,2684.0,820.163,24.37,963.73566,963.73566
2022-04-09 12:00:00,26.775,2184.0,600.346,25.64,775.52124,775.52124
2022-04-09 13:00:00,26.426,1432.0,416.461,25.92,644.54785,644.54785
2022-04-09 14:00:00,25.324,592.0,212.973,25.84,408.8129,408.8129
2022-04-09 15:00:00,24.279,432.0,139.471,25.3,175.5235,175.5235
2022-04-09 16:00:00,21.079,32.0,29.04,24.04,111.24526,111.24526
2022-04-09 17:00:00,18.23,0.0,2.713,21.25,2.9330115,2.9330115
2022-04-09 18:00:00,17.307,0.0,2.318,20.68,0.0,0.0
2022-04-09 19:00:00,15.787,0.0,2.293,19.86,0.0,0.0
2022-04-09 20:00:00,14.184,0.0,2.302,16.82,0.0,0.0
2022-04-09 21:00:00,12.979,0.0,2.333,15.27,0.0,0.0
2022-04-09 22:00:00,11.79,0.0,2.232,15.18,0.0,0.0
2022-04-09 23:00:00,12.049,0.0,2.255,15.16,0.0,0.0
2022-04-10 00:00:00,13.134,0.0,2.24,11.97,0.0,0.0
2022-04-10 01:00:00,12.231,0.0,2.263,11.02,0.0,0.0
2022-04-10 02:00:00,11.314,0.0,2.285,10.97,0.0,0.0
2022-04-10 03:00:00,10.469,0.0,4.899,10.47,0.0,0.0
2022-04-10 04:00:00,10.449,208.0,58.425,11.72,6.6246915,6.6246915
2022-04-10 05:00:00,11.391,616.0,177.464,11.3,68.70477,68.70477
2022-04-10 06:00:00,11.828,876.0,240.399,12.42,122.622795,122.622795
2022-04-10 07:00:00,11.593,584.0,203.751,13.36,167.7872,167.7872
2022-04-10 08:00:00,9.227,256.0,76.095,13.99,87.520966,87.520966
2022-04-10 09:00:00,9.447,380.0,96.751,13.81,127.446815,127.446815
2022-04-10 10:00:00,9.181,228.0,64.156,13.61,134.3726,134.3726
2022-04-10 11:00:00,8.739,240.0,66.886,13.14,148.14108,148.14108
2022-04-10 12:00:00,8.265,104.0,37.802,12.65,141.2021,141.2021
2022-04-10 13:00:00,7.676,112.0,34.36,10.85,104.97892,104.97892
2022-04-10 14:00:00,7.225,144.0,50.407,8.87,76.0445,76.0445
2022-04-10 15:00:00,7.457,288.0,81.325,7.61,63.626534,63.626534
2022-04-10 16:00:00,7.389,24.0,17.313,7.71,54.82097,54.82097
2022-04-10 17:00:00,7.127,0.0,2.326,6.57,1.8890004,1.8890004
2022-04-10 18:00:00,7.148,0.0,2.213,5.34,0.0,0.0
2022-04-10 19:00:00,7.042,0.0,2.24,5.35,0.0,0.0
2022-04-10 20:00:00,6.464,0.0,2.213,5.44,0.0,0.0
2022-04-10 21:00:00,6.044,0.0,2.172,5.38,0.0,0.0
2022-04-10 22:00:00,6.017,0.0,2.161,5.02,0.0,0.0
2022-04-10 23:00:00,6.18,0.0,2.21,4.49,0.0,0.0
2022-04-11 00:00:00,6.109,0.0,2.225,4.55,0.0,0.0
2022-04-11 01:00:00,6.457,0.0,2.266,4.56,0.0,0.0
2022-04-11 02:00:00,6.974,0.0,2.228,4.93,0.0,0.0
2022-04-11 03:00:00,7.397,0.0,4.058,5.24,0.0,0.0
2022-04-11 04:00:00,7.559,100.0,36.094,5.4,1.8890135,1.8890135
2022-04-11 05:00:00,8.366,376.0,94.286,6.58,42.60771,42.60771
2022-04-11 06:00:00,9.639,720.0,175.311,8.16,92.66654,92.66654
2022-04-11 07:00:00,11.239,1460.0,364.073,9.62,338.22812,338.22812
2022-04-11 08:00:00,12.584,2500.0,697.541,9.58,469.78323,469.78323
2022-04-11 09:00:00,13.737,3232.0,903.858,10.48,832.89703,832.89703
2022-04-11 10:00:00,14.162,2792.0,692.746,10.39,810.16125,810.16125
2022-04-11 11:00:00,14.248,2060.0,686.463,11.28,715.29724,715.29724
2022-04-11 12:00:00,14.649,2188.0,599.601,14.09,538.4255,538.4255
2022-04-11 13:00:00,15.07,2112.0,525.686,14.26,545.74725,545.74725
2022-04-11 14:00:00,14.923,1516.0,515.115,14.15,447.55896,447.55896
2022-04-11 15:00:00,13.351,300.0,122.085,13.5,328.48953,328.48953
2022-04-11 16:00:00,12.28,24.0,22.94,12.51,91.985435,91.985435
2022-04-11 17:00:00,10.831,0.0,3.008,10.46,3.8030074,3.8030074
2022-04-11 18:00:00,10.815,0.0,2.207,9.16,0.0,0.0
2022-04-11 19:00:00,9.927,0.0,2.216,7.74,0.0,0.0
2022-04-11 20:00:00,7.937,0.0,2.241,6.38,0.0,0.0
2022-04-11 21:00:00,6.229,0.0,2.194,5.77,0.0,0.0
2022-04-11 22:00:00,5.238,0.0,2.179,5.21,0.0,0.0
2022-04-11 23:00:00,4.822,0.0,2.164,4.49,0.0,0.0
2022-04-12 00:00:00,4.573,0.0,2.186,3.79,0.0,0.0
2022-04-12 01:00:00,3.68,0.0,2.18,2.74,0.0,0.0
2022-04-12 02:00:00,3.038,0.0,2.239,1.68,0.0,0.0
2022-04-12 03:00:00,3.917,8.0,6.386,0.68,0.0,0.0
2022-04-12 04:00:00,5.844,188.0,49.602,0.61,9.457093,9.457093
2022-04-12 05:00:00,8.358,576.0,144.971,4.27,129.83553,129.83553
2022-04-12 06:00:00,11.807,1820.0,492.603,7.37,371.411,371.411
2022-04-12 07:00:00,13.421,2560.0,721.599,9.14,601.4655,601.4655
2022-04-12 08:00:00,15.461,3004.0,773.051,10.33,792.6972,792.6972
2022-04-12 09:00:00,15.823,2428.0,779.805,11.08,713.99585,713.99585
2022-04-12 10:00:00,14.879,2448.0,901.322,11.78,622.2117,622.2117
2022-04-12 11:00:00,15.341,3212.0,817.136,12.62,913.67365,913.67365
2022-04-12 12:00:00,16.423,3116.0,806.146,12.69,909.00464,909.00464
2022-04-12 13:00:00,15.318,2008.0,542.32,13.1,539.20557,539.20557
2022-04-12 14:00:00,15.233,1148.0,453.479,13.98,478.51172,478.51172
2022-04-12 15:00:00,14.57,552.0,170.407,13.88,275.13187,275.13187
2022-04-12 16:00:00,13.912,56.0,30.297,12.91,103.25009,103.25009
2022-04-12 17:00:00,12.518,0.0,2.534,9.83,3.7798076,3.7798076
2022-04-12 18:00:00,11.29,0.0,2.277,9.55,0.0,0.0
2022-04-12 19:00:00,11.073,0.0,2.236,9.23,0.0,0.0
2022-04-12 20:00:00,11.098,0.0,2.286,8.07,0.0,0.0
2022-04-12 21:00:00,10.241,0.0,2.257,6.46,0.0,0.0
2022-04-12 22:00:00,10.148,0.0,2.254,5.27,0.0,0.0
2022-04-12 23:00:00,10.082,0.0,2.296,4.08,0.0,0.0
2022-04-13 00:00:00,9.691,0.0,2.246,3.38,0.0,0.0
2022-04-13 01:00:00,10.169,0.0,2.234,2.66,0.0,0.0
2022-04-13 02:00:00,8.919,0.0,2.287,1.92,0.0,0.0
2022-04-13 03:00:00,7.689,12.0,8.918,1.28,0.0,0.0
2022-04-13 04:00:00,9.222,192.0,72.63,1.57,9.464126,9.464126
2022-04-13 05:00:00,11.882,968.0,262.783,5.29,156.33646,156.33646
2022-04-13 06:00:00,13.201,1808.0,504.899,9.17,381.29785,381.29785
2022-04-13 07:00:00,14.683,2612.0,639.737,11.56,605.2316,605.2316
2022-04-13 08:00:00,15.829,2996.0,786.18,12.83,767.61255,767.61255
2022-04-13 09:00:00,16.56,3040.0,986.773,14.05,836.9461,836.9461
2022-04-13 10:00:00,17.097,2016.0,881.975,15.21,739.8869,739.8869
2022-04-13 11:00:00,18.611,2424.0,855.873,16.25,756.0738,756.0738
2022-04-13 12:00:00,19.146,3232.0,990.436,16.06,777.4211,777.4211
2022-04-13 13:00:00,19.22,2396.0,727.313,16.59,764.24945,764.24945
2022-04-13 14:00:00,19.342,1740.0,489.718,16.76,566.25885,566.25885
2022-04-13 15:00:00,18.809,512.0,214.411,16.51,320.81393,320.81393
2022-04-13 16:00:00,17.187,24.0,23.021,15.66,73.86398,73.86398
2022-04-13 17:00:00,15.728,0.0,3.02,12.14,2.834196,2.834196
2022-04-13 18:00:00,14.709,0.0,2.328,10.62,0.0,0.0
2022-04-13 19:00:00,14.567,0.0,2.3,9.94,0.0,0.0
2022-04-13 20:00:00,14.549,0.0,2.309,8.53,0.0,0.0
2022-04-13 21:00:00,14.038,0.0,2.267,7.74,0.0,0.0
2022-04-13 22:00:00,13.552,0.0,2.321,7.45,0.0,0.0
2022-04-13 23:00:00,12.833,0.0,2.286,6.42,0.0,0.0
2022-04-14 00:00:00,13.496,0.0,2.3,5.61,0.0,0.0
2022-04-14 01:00:00,13.402,0.0,2.315,4.59,0.0,0.0
2022-04-14 02:00:00,13.103,0.0,2.308,3.89,0.0,0.0
2022-04-14 03:00:00,12.942,0.0,7.414,3.45,0.0,0.0
2022-04-14 04:00:00,13.753,236.0,78.406,4.99,8.520436,8.520436
2022-04-14 05:00:00,15.528,652.0,203.936,8.75,125.32297,125.32297
2022-04-14 06:00:00,16.555,1272.0,335.45,11.58,294.98608,294.98608
2022-04-14 07:00:00,18.485,2292.0,757.236,14.3,478.63525,478.63525
2022-04-14 08:00:00,19.822,2664.0,744.806,15.91,716.8677,716.8677
2022-04-14 09:00:00,21.252,3436.0,968.586,15.89,916.53455,916.53455
2022-04-14 10:00:00,22.184,3176.0,996.433,18.28,997.88367,997.88367
2022-04-14 11:00:00,22.748,3316.0,960.76,18.75,989.5406,989.5406
2022-04-14 12:00:00,23.957,2900.0,823.454,20.42,913.7186,913.7186
2022-04-14 13:00:00,23.561,1808.0,570.187,20.76,755.0347,755.0347
2022-04-14 14:00:00,22.869,872.0,235.743,20.87,461.41547,461.41547
2022-04-14 15:00:00,21.987,352.0,113.776,20.55,181.2983,181.2983
2022-04-14 16:00:00,19.14,32.0,24.439,19.84,83.45534,83.45534
2022-04-14 17:00:00,15.864,0.0,2.396,17.92,4.7257977,4.7257977
2022-04-14 18:00:00,15.195,0.0,2.258,16.47,0.0,0.0
2022-04-14 19:00:00,13.612,0.0,2.296,15.44,0.0,0.0
2022-04-14 20:00:00,12.888,0.0,2.246,14.48,0.0,0.0
2022-04-14 21:00:00,12.712,0.0,2.217,13.5,0.0,0.0
2022-04-14 22:00:00,11.899,0.0,2.223,12.51,0.0,0.0
2022-04-14 23:00:00,9.785,0.0,2.234,11.51,0.0,0.0
2022-04-15 00:00:00,8.314,0.0,2.194,10.54,0.0,0.0
2022-04-15 01:00:00,7.601,0.0,2.155,9.46,0.0,0.0
2022-04-15 02:00:00,6.208,0.0,2.167,8.56,0.0,0.0
2022-04-15 03:00:00,5.481,12.0,9.483,7.74,0.0,0.0
2022-04-15 04:00:00,8.995,244.0,85.116,7.41,14.25355,14.25355
2022-04-15 05:00:00,14.506,920.0,250.26,9.95,152.07028,152.07028
2022-04-15 06:00:00,18.918,1828.0,471.289,15.16,389.87518,389.87518
2022-04-15 07:00:00,22.171,2364.0,688.534,18.84,612.59454,612.59454
2022-04-15 08:00:00,23.908,3096.0,864.227,20.84,802.36646,802.36646
2022-04-15 09:00:00,25.137,3352.0,969.594,21.95,938.66974,938.66974
2022-04-15 10:00:00,26.499,3112.0,1006.519,22.85,1000.2318,1000.2318
2022-04-15 11:00:00,27.426,3312.0,969.085,23.61,991.90533,991.90533
2022-04-15 12:00:00,27.963,2872.0,823.929,23.76,915.02344,915.02344
2022-04-15 13:00:00,27.062,1548.0,487.013,24.08,739.48016,739.48016
2022-04-15 14:00:00,27.008,1612.0,449.186,24.05,459.94247,459.94247
2022-04-15 15:00:00,25.385,528.0,161.997,23.68,325.59958,325.59958
2022-04-15 16:00:00,22.872,92.0,40.385,22.69,124.18676,124.18676
2022-04-15 17:00:00,17.55,0.0,2.35,20.15,4.6336894,4.6336894
2022-04-15 18:00:00,14.843,0.0,2.281,17.64,0.0,0.0
2022-04-15 19:00:00,13.338,0.0,2.275,15.5,0.0,0.0
2022-04-15 20:00:00,12.059,0.0,2.267,13.89,0.0,0.0
2022-04-15 21:00:00,11.33,0.0,2.266,12.49,0.0,0.0
2022-04-15 22:00:00,10.585,0.0,2.264,11.3,0.0,0.0
2022-04-15 23:00:00,9.677,0.0,2.256,10.13,0.0,0.0
2022-04-16 00:00:00,8.814,0.0,2.247,9.05,0.0,0.0
2022-04-16 01:00:00,9.085,0.0,2.251,8.12,0.0,0.0
2022-04-16 02:00:00,10.024,0.0,2.238,7.71,0.0,0.0
2022-04-16 03:00:00,12.27,20.0,13.208,7.78,0.0,0.0
2022-04-16 04:00:00,13.812,288.0,107.235,8.2,10.418651,10.418651
2022-04-16 05:00:00,15.95,880.0,260.11,11.06,100.712006,100.712006
2022-04-16 06:00:00,17.936,1688.0,463.416,15.17,296.1397,296.1397
2022-04-16 07:00:00,19.495,2216.0,656.31,17.42,489.66013,489.66013
2022-04-16 08:00:00,20.863,2972.0,820.141,19.13,775.0466,775.0466
2022-04-16 09:00:00,21.895,2524.0,681.629,20.71,866.6914,866.6914
2022-04-16 10:00:00,22.856,1636.0,480.507,22.26,811.4513,811.4513
2022-04-16 11:00:00,23.405,2576.0,768.169,23.46,436.1915,436.1915
2022-04-16 12:00:00,23.89,2160.0,577.434,21.15,874.37836,874.37836
2022-04-16 13:00:00,24.475,1624.0,463.857,22.2,608.93036,608.93036
2022-04-16 14:00:00,24.63,1232.0,384.422,21.67,454.19336,454.19336
2022-04-16 15:00:00,23.522,444.0,130.432,20.98,288.70172,288.70172
2022-04-16 16:00:00,21.558,72.0,31.566,20.77,90.68754,90.68754
2022-04-16 17:00:00,17.163,0.0,2.948,18.44,4.725745,4.725745
2022-04-16 18:00:00,14.39,0.0,2.299,17.5,0.0,0.0
2022-04-16 19:00:00,13.78,0.0,2.299,16.63,0.0,0.0
2022-04-16 20:00:00,13.547,0.0,2.305,16.52,0.0,0.0
2022-04-16 21:00:00,12.724,0.0,2.41,16.08,0.0,0.0
2022-04-16 22:00:00,10.054,0.0,2.801,13.16,0.0,0.0
2022-04-16 23:00:00,8.97,0.0,2.269,11.72,0.0,0.0
2022-04-17 00:00:00,8.557,0.0,2.267,10.52,0.0,0.0
2022-04-17 01:00:00,8.335,0.0,2.284,9.51,0.0,0.0
2022-04-17 02:00:00,8.055,0.0,2.27,8.85,0.0,0.0
2022-04-17 03:00:00,7.55,0.0,3.282,7.51,0.0,0.0
2022-04-17 04:00:00,7.051,16.0,13.945,6.12,4.726707,4.726707
2022-04-17 05:00:00,5.831,96.0,32.152,5.6,28.433165,28.433165
2022-04-17 06:00:00,5.621,192.0,52.564,5.63,60.768814,60.768814
2022-04-17 07:00:00,5.451,272.0,76.183,5.96,89.47165,89.47165
